county,state,cases,deaths
Fairfax,Virginia,43977,679.0
Fairfax city,Virginia,303,10.0
Falls Church city,Virginia,176,6.0
Fauquier,Virginia,2369,28.0
Floyd,Virginia,507,17.0
Fluvanna,Virginia,758,10.0
Franklin,Virginia,2329,22.0
Franklin city,Virginia,673,17.0
Frederick,Virginia,3732,28.0
Fredericksburg city,Virginia,1039,9.0
Galax city,Virginia,831,35.0
Giles,Virginia,605,2.0
Gloucester,Virginia,855,7.0
Goochland,Virginia,612,7.0
Grayson,Virginia,790,24.0
Greene,Virginia,543,4.0
Greensville,Virginia,1023,16.0
Halifax,Virginia,1141,36.0
Hampton city,Virginia,4332,48.0
Hanover,Virginia,3828,72.0
Harrisonburg city,Virginia,4384,44.0
Henrico,Virginia,12337,293.0
Henry,Virginia,2637,53.0
Highland,Virginia,57,0.0
Hopewell city,Virginia,883,10.0
Isle of Wight,Virginia,1519,29.0
James City,Virginia,1898,28.0
King George,Virginia,736,10.0
King William,Virginia,453,4.0
King and Queen,Virginia,171,2.0
Lancaster,Virginia,344,2.0
Lee,Virginia,1476,29.0
Lexington city,Virginia,596,4.0
Loudoun,Virginia,14169,159.0
Louisa,Virginia,902,9.0
Lunenburg,Virginia,347,3.0
Lynchburg city,Virginia,4255,53.0
Madison,Virginia,299,4.0
Manassas Park city,Virginia,931,8.0
Manassas city,Virginia,2887,29.0
Martinsville city,Virginia,1002,27.0
Mathews,Virginia,310,4.0
Mecklenburg,Virginia,1304,39.0
Middlesex,Virginia,275,11.0
Montgomery,Virginia,5182,38.0
Nelson,Virginia,348,4.0
New Kent,Virginia,646,5.0
Newport News city,Virginia,5973,69.0
Norfolk city,Virginia,8849,107.0
Northampton,Virginia,444,31.0
Northumberland,Virginia,427,10.0
Norton city,Virginia,169,1.0
Nottoway,Virginia,1149,24.0
Orange,Virginia,944,13.0
Page,Virginia,1026,33.0
Patrick,Virginia,765,28.0
Petersburg city,Virginia,1444,33.0
Pittsylvania,Virginia,2609,37.0
Poquoson city,Virginia,335,3.0
Portsmouth city,Virginia,4519,78.0
Powhatan,Virginia,865,6.0
Prince Edward,Virginia,1083,17.0
Prince George,Virginia,1830,8.0
Prince William,Virginia,25519,260.0
Pulaski,Virginia,1502,32.0
Radford city,Virginia,1497,7.0
Rappahannock,Virginia,163,2.0
Richmond,Virginia,811,5.0
Richmond city,Virginia,9158,94.0
Roanoke,Virginia,4686,68.0
Roanoke city,Virginia,5236,99.0
Rockbridge,Virginia,599,6.0
Rockingham,Virginia,3919,48.0
Russell,Virginia,1520,16.0
Salem city,Virginia,1172,26.0
Scott,Virginia,1214,34.0
Shenandoah,Virginia,2204,73.0
Smyth,Virginia,1817,55.0
Southampton,Virginia,1142,42.0
Spotsylvania,Virginia,4797,67.0
Stafford,Virginia,5221,24.0
Staunton city,Virginia,1585,31.0
Suffolk city,Virginia,3987,90.0
Surry,Virginia,247,5.0
Sussex,Virginia,713,13.0
Tazewell,Virginia,2335,24.0
Virginia Beach city,Virginia,16629,150.0
Warren,Virginia,1329,33.0
Washington,Virginia,2970,44.0
Waynesboro city,Virginia,1194,13.0
Westmoreland,Virginia,692,9.0
Williamsburg city,Virginia,358,8.0
Winchester city,Virginia,1649,10.0
Wise,Virginia,2023,58.0
Wythe,Virginia,1311,28.0
York,Virginia,1472,12.0
Adams,Washington,1627,16.0
Asotin,Washington,959,18.0
Benton,Washington,11692,164.0
Chelan,Washington,5156,36.0
Clallam,Washington,716,4.0
Clark,Washington,13344,146.0
Columbia,Washington,84,4.0
Cowlitz,Washington,2415,29.0
Douglas,Washington,2716,15.0
Ferry,Washington,176,2.0
Franklin,Washington,8772,83.0
Garfield,Washington,95,2.0
Grant,Washington,6923,82.0
Grays Harbor,Washington,2220,26.0
Island,Washington,924,22.0
Jefferson,Washington,220,1.0
King,Washington,62582,1052.0
Kitsap,Washington,3887,40.0
Kittitas,Washington,1688,26.0
Klickitat,Washington,476,3.0
Lewis,Washington,2445,31.0
Lincoln,Washington,250,5.0
Mason,Washington,1492,16.0
Okanogan,Washington,1757,32.0
Pacific,Washington,542,5.0
Pend Oreille,Washington,453,4.0
Pierce,Washington,27620,348.0
San Juan,Washington,74,0.0
Skagit,Washington,3299,40.0
Skamania,Washington,190,1.0
Snohomish,Washington,23189,393.0
Spokane,Washington,26174,370.0
Stevens,Washington,1182,17.0
Thurston,Washington,4776,56.0
Wahkiakum,Washington,48,0.0
Walla Walla,Washington,3586,35.0
Whatcom,Washington,3478,55.0
Whitman,Washington,2784,27.0
Yakima,Washington,21053,317.0
Barbour,West Virginia,765,9.0
Berkeley,West Virginia,6245,51.0
Boone,West Virginia,1067,21.0
Braxton,West Virginia,298,1.0
Brooke,West Virginia,1405,24.0
Cabell,West Virginia,5232,101.0
Calhoun,West Virginia,130,0.0
Clay,West Virginia,258,4.0
Doddridge,West Virginia,245,3.0
Fayette,West Virginia,1711,48.0
Gilmer,West Virginia,397,1.0
Grant,West Virginia,760,17.0
Greenbrier,West Virginia,1469,35.0
Hampshire,West Virginia,988,11.0
Hancock,West Virginia,1837,41.0
Hardy,West Virginia,775,7.0
Harrison,West Virginia,2949,33.0
Jackson,West Virginia,1153,29.0
Jefferson,West Virginia,2337,26.0
Kanawha,West Virginia,8582,203.0
Lewis,West Virginia,525,4.0
Lincoln,West Virginia,741,8.0
Logan,West Virginia,1642,58.0
Marion,West Virginia,1826,13.0
Marshall,West Virginia,2100,53.0
Mason,West Virginia,1031,15.0
McDowell,West Virginia,970,6.0
Mercer,West Virginia,2783,54.0
Mineral,West Virginia,2095,62.0
Mingo,West Virginia,1422,20.0
Monongalia,West Virginia,5284,31.0
Monroe,West Virginia,646,11.0
Morgan,West Virginia,641,8.0
Nicholas,West Virginia,654,8.0
Ohio,West Virginia,2484,37.0
Pendleton,West Virginia,293,2.0
Pleasants,West Virginia,569,5.0
Pocahontas,West Virginia,356,9.0
Preston,West Virginia,1649,30.0
Putnam,West Virginia,2953,56.0
Raleigh,West Virginia,2670,29.0
Randolph,West Virginia,1138,6.0
Ritchie,West Virginia,345,7.0
Roane,West Virginia,306,5.0
Summers,West Virginia,439,16.0
Taylor,West Virginia,689,13.0
Tucker,West Virginia,330,2.0
Tyler,West Virginia,357,2.0
Upshur,West Virginia,922,4.0
Wayne,West Virginia,1701,19.0
Webster,West Virginia,150,0.0
Wetzel,West Virginia,689,16.0
Wirt,West Virginia,216,1.0
Wood,West Virginia,4933,43.0
Wyoming,West Virginia,1182,20.0
Adams,Wisconsin,1427,13.0
Ashland,Wisconsin,1059,16.0
Barron,Wisconsin,4580,57.0
Bayfield,Wisconsin,964,18.0
Brown,Wisconsin,27818,172.0
Buffalo,Wisconsin,1005,7.0
Burnett,Wisconsin,1099,19.0
Calumet,Wisconsin,5015,37.0
Chippewa,Wisconsin,6005,67.0
Clark,Wisconsin,3114,55.0
Columbia,Wisconsin,4500,38.0
Crawford,Wisconsin,1596,12.0
Dane,Wisconsin,34503,199.0
Dodge,Wisconsin,10999,137.0
Door,Wisconsin,2195,15.0
Douglas,Wisconsin,3515,30.0
Dunn,Wisconsin,3768,23.0
Eau Claire,Wisconsin,9473,86.0
Florence,Wisconsin,421,12.0
Fond du Lac,Wisconsin,11228,75.0
Forest,Wisconsin,912,24.0
Grant,Wisconsin,4530,82.0
Green,Wisconsin,2392,12.0
Green Lake,Wisconsin,1732,13.0
Iowa,Wisconsin,1745,8.0
Iron,Wisconsin,527,33.0
Jackson,Wisconsin,2402,18.0
Jefferson,Wisconsin,7231,61.0
Juneau,Wisconsin,2501,10.0
Kenosha,Wisconsin,13842,226.0
Kewaunee,Wisconsin,2186,25.0
La Crosse,Wisconsin,10615,57.0
Lafayette,Wisconsin,1350,6.0
Langlade,Wisconsin,1928,40.0
Lincoln,Wisconsin,2605,59.0
Manitowoc,Wisconsin,6950,57.0
Marathon,Wisconsin,13062,183.0
Marinette,Wisconsin,3868,45.0
Marquette,Wisconsin,1302,21.0
Menominee,Wisconsin,718,10.0
Milwaukee,Wisconsin,91624,1002.0
Monroe,Wisconsin,3510,25.0
Oconto,Wisconsin,4109,42.0
Oneida,Wisconsin,2870,50.0
Outagamie,Wisconsin,17590,160.0
Ozaukee,Wisconsin,7104,55.0
Pepin,Wisconsin,693,5.0
Pierce,Wisconsin,3587,35.0
Polk,Wisconsin,3064,24.0
Portage,Wisconsin,5913,54.0
Price,Wisconsin,1015,5.0
Racine,Wisconsin,19548,259.0
Richland,Wisconsin,1126,13.0
Rock,Wisconsin,13032,126.0
Rusk,Wisconsin,1140,13.0
Sauk,Wisconsin,4698,31.0
Sawyer,Wisconsin,1241,11.0
Shawano,Wisconsin,4579,67.0
Sheboygan,Wisconsin,11827,96.0
St. Croix,Wisconsin,6547,28.0
Taylor,Wisconsin,1776,19.0
Trempealeau,Wisconsin,3052,30.0
Vernon,Wisconsin,1580,30.0
Vilas,Wisconsin,1669,23.0
Walworth,Wisconsin,9438,102.0
Washburn,Wisconsin,1095,14.0
Washington,Wisconsin,13185,102.0
Waukesha,Wisconsin,37252,370.0
Waupaca,Wisconsin,4782,135.0
Waushara,Wisconsin,2067,18.0
Winnebago,Wisconsin,17021,165.0
Wood,Wisconsin,6022,58.0
Albany,Wyoming,3469,9.0
Big Horn,Wyoming,788,21.0
Campbell,Wyoming,4185,31.0
Carbon,Wyoming,946,15.0
Converse,Wyoming,803,11.0
Crook,Wyoming,388,7.0
Fremont,Wyoming,3968,64.0
Goshen,Wyoming,1010,17.0
Hot Springs,Wyoming,231,1.0
Johnson,Wyoming,518,6.0
Laramie,Wyoming,7045,62.0
Lincoln,Wyoming,920,11.0
Natrona,Wyoming,6479,92.0
Niobrara,Wyoming,140,2.0
Park,Wyoming,2021,10.0
Platte,Wyoming,440,8.0
Sheridan,Wyoming,2543,17.0
Sublette,Wyoming,597,6.0
Sweetwater,Wyoming,2966,16.0
Teton,Wyoming,2138,4.0
Uinta,Wyoming,1558,7.0
Washakie,Wyoming,780,19.0
Weston,Wyoming,476,2.0
