county,state,cases,deaths
Guthrie,Iowa,951,23.0
Hamilton,Iowa,1485,24.0
Hancock,Iowa,1178,24.0
Hardin,Iowa,1456,26.0
Harrison,Iowa,1443,53.0
Henry,Iowa,2483,27.0
Howard,Iowa,711,17.0
Humboldt,Iowa,983,18.0
Ida,Iowa,695,28.0
Iowa,Iowa,1137,21.0
Jackson,Iowa,1779,29.0
Jasper,Iowa,2867,53.0
Jefferson,Iowa,1029,20.0
Johnson,Iowa,11147,47.0
Jones,Iowa,2586,48.0
Keokuk,Iowa,791,25.0
Kossuth,Iowa,1555,32.0
Lee,Iowa,2859,24.0
Linn,Iowa,16607,245.0
Louisa,Iowa,1069,24.0
Lucas,Iowa,575,7.0
Lyon,Iowa,1259,25.0
Madison,Iowa,972,8.0
Mahaska,Iowa,1742,34.0
Marion,Iowa,2713,47.0
Marshall,Iowa,4018,57.0
Mills,Iowa,1281,15.0
Mitchell,Iowa,1043,30.0
Monona,Iowa,545,16.0
Monroe,Iowa,670,17.0
Montgomery,Iowa,763,15.0
Muscatine,Iowa,3574,75.0
O'Brien,Iowa,1589,53.0
Osceola,Iowa,612,8.0
Page,Iowa,1358,13.0
Palo Alto,Iowa,809,8.0
Plymouth,Iowa,3353,51.0
Pocahontas,Iowa,724,12.0
Polk,Iowa,41499,410.0
Pottawattamie,Iowa,8270,95.0
Poweshiek,Iowa,1204,24.0
Ringgold,Iowa,365,7.0
Sac,Iowa,1039,14.0
Scott,Iowa,14110,152.0
Shelby,Iowa,951,24.0
Sioux,Iowa,4345,44.0
Story,Iowa,8008,31.0
Tama,Iowa,1756,55.0
Taylor,Iowa,544,9.0
Union,Iowa,1027,19.0
Unknown,Iowa,694,0.0
Van Buren,Iowa,455,11.0
Wapello,Iowa,3133,90.0
Warren,Iowa,3810,34.0
Washington,Iowa,1882,28.0
Wayne,Iowa,381,21.0
Webster,Iowa,4447,64.0
Winnebago,Iowa,1100,28.0
Winneshiek,Iowa,1381,18.0
Woodbury,Iowa,12284,167.0
Worth,Iowa,521,3.0
Wright,Iowa,1529,18.0
Allen,Kansas,653,1.0
Anderson,Kansas,564,0.0
Atchison,Kansas,1251,10.0
Barber,Kansas,283,2.0
Barton,Kansas,2201,21.0
Bourbon,Kansas,927,3.0
Brown,Kansas,1023,18.0
Butler,Kansas,5314,23.0
Chase,Kansas,238,3.0
Chautauqua,Kansas,180,3.0
Cherokee,Kansas,1709,16.0
Cheyenne,Kansas,275,10.0
Clark,Kansas,191,4.0
Clay,Kansas,611,17.0
Cloud,Kansas,853,2.0
Coffey,Kansas,508,10.0
Comanche,Kansas,150,7.0
Cowley,Kansas,2544,9.0
Crawford,Kansas,3379,32.0
Decatur,Kansas,231,1.0
Dickinson,Kansas,1239,16.0
Doniphan,Kansas,722,5.0
Douglas,Kansas,6482,34.0
Edwards,Kansas,240,0.0
Elk,Kansas,106,0.0
Ellis,Kansas,3210,40.0
Ellsworth,Kansas,1048,4.0
Finney,Kansas,5482,35.0
Ford,Kansas,5138,10.0
Franklin,Kansas,1757,18.0
Geary,Kansas,1759,17.0
Gove,Kansas,332,20.0
Graham,Kansas,204,2.0
Grant,Kansas,912,14.0
Gray,Kansas,523,7.0
Greeley,Kansas,93,0.0
Greenwood,Kansas,452,2.0
Hamilton,Kansas,186,0.0
Harper,Kansas,427,15.0
Harvey,Kansas,2623,27.0
Haskell,Kansas,361,1.0
Hodgeman,Kansas,161,4.0
Jackson,Kansas,1018,10.0
Jefferson,Kansas,1173,10.0
Jewell,Kansas,193,3.0
Johnson,Kansas,38865,452.0
Kearny,Kansas,503,9.0
Kingman,Kansas,557,7.0
Kiowa,Kansas,178,0.0
Labette,Kansas,1922,10.0
Lane,Kansas,127,5.0
Leavenworth,Kansas,5044,38.0
Lincoln,Kansas,208,2.0
Linn,Kansas,518,4.0
Logan,Kansas,273,0.0
Lyon,Kansas,3366,59.0
Marion,Kansas,678,5.0
Marshall,Kansas,855,21.0
McPherson,Kansas,2348,26.0
Meade,Kansas,394,4.0
Miami,Kansas,1818,7.0
Mitchell,Kansas,386,0.0
Montgomery,Kansas,2244,6.0
Morris,Kansas,404,4.0
Morton,Kansas,201,8.0
Nemaha,Kansas,1345,49.0
Neosho,Kansas,1192,12.0
Ness,Kansas,323,15.0
Norton,Kansas,1179,25.0
Osage,Kansas,816,6.0
Osborne,Kansas,181,0.0
Ottawa,Kansas,417,0.0
Pawnee,Kansas,982,1.0
Phillips,Kansas,578,12.0
Pottawatomie,Kansas,1109,3.0
Pratt,Kansas,681,19.0
Rawlins,Kansas,311,7.0
Reno,Kansas,6938,103.0
Republic,Kansas,560,11.0
Rice,Kansas,783,1.0
Riley,Kansas,4917,20.0
Rooks,Kansas,461,9.0
Rush,Kansas,343,0.0
Russell,Kansas,721,17.0
Saline,Kansas,4436,58.0
Scott,Kansas,549,16.0
Sedgwick,Kansas,39423,282.0
Seward,Kansas,3552,28.0
Shawnee,Kansas,11622,219.0
Sheridan,Kansas,383,0.0
Sherman,Kansas,544,7.0
Smith,Kansas,209,1.0
Stafford,Kansas,269,8.0
Stanton,Kansas,161,2.0
Stevens,Kansas,526,6.0
Sumner,Kansas,1338,13.0
Thomas,Kansas,931,7.0
Trego,Kansas,292,3.0
Unknown,Kansas,0,408.0
Wabaunsee,Kansas,442,7.0
Wallace,Kansas,159,0.0
Washington,Kansas,436,8.0
Wichita,Kansas,179,0.0
Wilson,Kansas,662,7.0
Woodson,Kansas,114,0.0
Wyandotte,Kansas,15576,198.0
Adair,Kentucky,1294,45.0
Allen,Kentucky,1167,18.0
Anderson,Kentucky,971,2.0
Ballard,Kentucky,233,2.0
Barren,Kentucky,2563,35.0
Bath,Kentucky,505,8.0
Bell,Kentucky,1787,26.0
Boone,Kentucky,7800,43.0
Bourbon,Kentucky,1000,1.0
Boyd,Kentucky,3003,31.0
Boyle,Kentucky,2162,2.0
Bracken,Kentucky,275,3.0
Breathitt,Kentucky,597,3.0
Breckinridge,Kentucky,658,5.0
Bullitt,Kentucky,4134,30.0
Butler,Kentucky,814,16.0
Caldwell,Kentucky,869,15.0
Calloway,Kentucky,2344,25.0
Campbell,Kentucky,4650,35.0
Carlisle,Kentucky,328,1.0
Carroll,Kentucky,527,6.0
Carter,Kentucky,1363,6.0
Casey,Kentucky,884,27.0
Christian,Kentucky,4310,57.0
Clark,Kentucky,1452,15.0
Clay,Kentucky,1623,8.0
Clinton,Kentucky,923,20.0
Crittenden,Kentucky,336,3.0
Cumberland,Kentucky,427,6.0
Daviess,Kentucky,5737,92.0
Edmonson,Kentucky,559,13.0
Elliott,Kentucky,784,1.0
Estill,Kentucky,670,0.0
Fayette,Kentucky,23169,160.0
Fleming,Kentucky,711,2.0
Floyd,Kentucky,1805,15.0
Franklin,Kentucky,2132,19.0
Fulton,Kentucky,363,4.0
Gallatin,Kentucky,426,9.0
Garrard,Kentucky,940,4.0
Grant,Kentucky,1289,8.0
Graves,Kentucky,2632,47.0
Grayson,Kentucky,1295,32.0
Green,Kentucky,811,12.0
Greenup,Kentucky,2275,19.0
Hancock,Kentucky,447,12.0
Hardin,Kentucky,5949,42.0
Harlan,Kentucky,1538,18.0
Harrison,Kentucky,729,1.0
Hart,Kentucky,1238,9.0
Henderson,Kentucky,2939,49.0
Henry,Kentucky,814,4.0
Hickman,Kentucky,223,5.0
Hopkins,Kentucky,2670,103.0
Jackson,Kentucky,846,19.0
Jefferson,Kentucky,52277,658.0
Jessamine,Kentucky,2621,46.0
Johnson,Kentucky,1120,15.0
Kenton,Kentucky,8997,79.0
Knott,Kentucky,738,14.0
Knox,Kentucky,1763,10.0
Larue,Kentucky,816,4.0
Laurel,Kentucky,3645,14.0
Lawrence,Kentucky,758,5.0
Lee,Kentucky,1043,18.0
Leslie,Kentucky,471,1.0
Letcher,Kentucky,1027,3.0
Lewis,Kentucky,775,23.0
Lincoln,Kentucky,1443,23.0
Livingston,Kentucky,488,5.0
Logan,Kentucky,1697,39.0
Lyon,Kentucky,320,5.0
Madison,Kentucky,5706,35.0
Magoffin,Kentucky,701,1.0
Marion,Kentucky,1510,20.0
Marshall,Kentucky,1558,20.0
Martin,Kentucky,657,10.0
Mason,Kentucky,920,17.0
McCracken,Kentucky,4265,41.0
McCreary,Kentucky,1164,8.0
McLean,Kentucky,549,21.0
Meade,Kentucky,1133,4.0
Menifee,Kentucky,215,1.0
Mercer,Kentucky,1365,6.0
Metcalfe,Kentucky,601,9.0
Monroe,Kentucky,945,26.0
Montgomery,Kentucky,1378,12.0
Morgan,Kentucky,518,0.0
Muhlenberg,Kentucky,1991,38.0
Nelson,Kentucky,2855,17.0
Nicholas,Kentucky,255,3.0
Ohio,Kentucky,1505,30.0
Oldham,Kentucky,3737,48.0
Owen,Kentucky,428,6.0
Owsley,Kentucky,304,10.0
Pendleton,Kentucky,612,1.0
Perry,Kentucky,1552,15.0
Pike,Kentucky,2923,34.0
Powell,Kentucky,686,0.0
Pulaski,Kentucky,3875,62.0
Robertson,Kentucky,138,5.0
Rockcastle,Kentucky,842,8.0
Rowan,Kentucky,1214,3.0
Russell,Kentucky,1142,35.0
Scott,Kentucky,2457,23.0
Shelby,Kentucky,2989,28.0
Simpson,Kentucky,1191,11.0
Spencer,Kentucky,987,5.0
Taylor,Kentucky,1747,21.0
Todd,Kentucky,686,16.0
Trigg,Kentucky,658,3.0
Trimble,Kentucky,373,0.0
Union,Kentucky,954,9.0
Warren,Kentucky,10194,84.0
Washington,Kentucky,869,9.0
Wayne,Kentucky,1455,20.0
Webster,Kentucky,741,13.0
Whitley,Kentucky,2741,9.0
Wolfe,Kentucky,300,3.0
Woodford,Kentucky,1253,1.0
Acadia,Louisiana,5082,153.0
Allen,Louisiana,2458,71.0
Ascension,Louisiana,7849,117.0
Assumption,Louisiana,1379,28.0
Avoyelles,Louisiana,2695,90.0
Beauregard,Louisiana,1977,54.0
Bienville,Louisiana,1202,47.0
Bossier,Louisiana,8979,199.0
Caddo,Louisiana,17819,517.0
Calcasieu,Louisiana,13933,285.0
Caldwell,Louisiana,922,21.0
Cameron,Louisiana,381,4.0
Catahoula,Louisiana,853,22.0
Claiborne,Louisiana,1072,34.0
Concordia,Louisiana,1448,38.0
De Soto,Louisiana,1764,51.0
East Baton Rouge,Louisiana,25726,583.0
East Carroll,Louisiana,959,16.0
East Feliciana,Louisiana,2458,91.0
Evangeline,Louisiana,2624,57.0
Franklin,Louisiana,2044,81.0
Grant,Louisiana,1501,40.0
Iberia,Louisiana,4840,120.0
Iberville,Louisiana,2683,73.0
Jackson,Louisiana,1392,38.0
Jefferson,Louisiana,31498,669.0
Jefferson Davis,Louisiana,2285,65.0
LaSalle,Louisiana,1149,23.0
Lafayette,Louisiana,16753,188.0
Lafourche,Louisiana,6250,162.0
Lincoln,Louisiana,3339,73.0
Livingston,Louisiana,8761,125.0
Madison,Louisiana,1307,18.0
Morehouse,Louisiana,2133,46.0
Natchitoches,Louisiana,2840,58.0
Orleans,Louisiana,20780,679.0
Ouachita,Louisiana,13951,284.0
Plaquemines,Louisiana,1708,21.0
Pointe Coupee,Louisiana,1918,57.0
Rapides,Louisiana,8258,212.0
Red River,Louisiana,661,29.0
Richland,Louisiana,1744,40.0
Sabine,Louisiana,2064,44.0
St. Bernard,Louisiana,2367,39.0
St. Charles,Louisiana,3637,73.0
St. Helena,Louisiana,707,5.0
St. James,Louisiana,1323,43.0
St. John the Baptist,Louisiana,2649,119.0
St. Landry,Louisiana,6576,202.0
St. Martin,Louisiana,3804,82.0
St. Mary,Louisiana,3080,102.0
St. Tammany,Louisiana,15312,345.0
Tangipahoa,Louisiana,9038,184.0
Tensas,Louisiana,273,3.0
Terrebonne,Louisiana,6260,149.0
Union,Louisiana,1842,66.0
Unknown,Louisiana,399,0.0
Vermilion,Louisiana,3518,85.0
Vernon,Louisiana,2168,76.0
Washington,Louisiana,3135,87.0
Webster,Louisiana,2822,68.0
West Baton Rouge,Louisiana,1836,48.0
West Carroll,Louisiana,913,34.0
West Feliciana,Louisiana,950,25.0
Winn,Louisiana,1227,30.0
Androscoggin,Maine,2667,44.0
Aroostook,Maine,617,8.0
Cumberland,Maine,7233,97.0
Franklin,Maine,451,5.0
Hancock,Maine,550,12.0
Kennebec,Maine,1812,29.0
Knox,Maine,370,4.0
Lincoln,Maine,301,2.0
Oxford,Maine,1115,21.0
Penobscot,Maine,2050,20.0
Piscataquis,Maine,117,1.0
Sagadahoc,Maine,387,1.0
Somerset,Maine,743,21.0
Unknown,Maine,1,0.0
Waldo,Maine,380,17.0
Washington,Maine,377,2.0
York,Maine,5030,63.0
Allegany,Maryland,5404,153.0
Anne Arundel,Maryland,24421,365.0
Baltimore,Maryland,38686,933.0
Baltimore city,Maryland,31558,704.0
Calvert,Maryland,2232,45.0
Caroline,Maryland,1319,10.0
Carroll,Maryland,5172,165.0
Cecil,Maryland,3570,74.0
Charles,Maryland,6037,124.0
Dorchester,Maryland,1372,22.0
Frederick,Maryland,11309,194.0
Garrett,Maryland,1457,50.0
Harford,Maryland,8555,164.0
Howard,Maryland,11228,180.0
Kent,Maryland,739,27.0
Montgomery,Maryland,46243,1124.0
Prince George's,Maryland,54614,1085.0
Queen Anne's,Maryland,1665,28.0
Somerset,Maryland,1792,22.0
St. Mary's,Maryland,3255,87.0
Talbot,Maryland,1164,8.0
Unknown,Maryland,0,57.0
Washington,Maryland,8208,149.0
Wicomico,Maryland,4675,77.0
Worcester,Maryland,2159,48.0
Barnstable,Massachusetts,5396,238.0
Berkshire,Massachusetts,2907,138.0
Bristol,Massachusetts,34655,1071.0
Dukes,Massachusetts,483,0.0
Essex,Massachusetts,58429,1698.0
Franklin,Massachusetts,1278,92.0
Hampden,Massachusetts,26282,1046.0
Hampshire,Massachusetts,3832,198.0
Middlesex,Massachusetts,75615,2729.0
Nantucket,Massachusetts,748,2.0
Norfolk,Massachusetts,27296,1302.0
Plymouth,Massachusetts,24296,1005.0
Suffolk,Massachusetts,54556,1374.0
Unknown,Massachusetts,16810,7.0
Worcester,Massachusetts,42595,1523.0
Alcona,Michigan,336,14.0
Alger,Michigan,446,2.0
Allegan,Michigan,5758,66.0
Alpena,Michigan,1142,26.0
Antrim,Michigan,620,9.0
Arenac,Michigan,597,24.0
Baraga,Michigan,610,28.0
Barry,Michigan,2968,34.0
Bay,Michigan,6219,187.0
Benzie,Michigan,658,26.0
Berrien,Michigan,9371,189.0
Branch,Michigan,3887,91.0
Calhoun,Michigan,7802,189.0
Cass,Michigan,3194,45.0
Charlevoix,Michigan,849,10.0
Cheboygan,Michigan,737,33.0
Chippewa,Michigan,2780,20.0
Clare,Michigan,1224,41.0
Clinton,Michigan,3879,40.0
Crawford,Michigan,457,6.0
Delta,Michigan,2889,77.0
Dickinson,Michigan,2174,68.0
Eaton,Michigan,4667,88.0
Emmet,Michigan,1207,33.0
Genesee,Michigan,21619,596.0
Gladwin,Michigan,1184,32.0
Gogebic,Michigan,1002,38.0
Grand Traverse,Michigan,3042,46.0
Gratiot,Michigan,4148,71.0
Hillsdale,Michigan,2588,57.0
Houghton,Michigan,1974,32.0
Huron,Michigan,1523,42.0
Ingham,Michigan,12635,184.0
Ionia,Michigan,4848,46.0
Iosco,Michigan,1104,46.0
Iron,Michigan,813,37.0
Isabella,Michigan,3426,42.0
Jackson,Michigan,10366,176.0
Kalamazoo,Michigan,12232,240.0
Kalkaska,Michigan,492,12.0
Kent,Michigan,43280,543.0
Keweenaw,Michigan,82,2.0
Lake,Michigan,304,9.0
Lapeer,Michigan,4334,108.0
Leelanau,Michigan,626,7.0
Lenawee,Michigan,5353,66.0
Livingston,Michigan,7853,74.0
Luce,Michigan,976,0.0
Mackinac,Michigan,380,2.0
Macomb,Michigan,49744,1606.0
Manistee,Michigan,609,15.0
Marquette,Michigan,4408,52.0
Mason,Michigan,979,19.0
Mecosta,Michigan,1651,14.0
Menominee,Michigan,1689,25.0
Midland,Michigan,4011,44.0
Missaukee,Michigan,481,8.0
Monroe,Michigan,7595,149.0
Montcalm,Michigan,3205,65.0
Montmorency,Michigan,286,9.0
Muskegon,Michigan,11067,269.0
Newaygo,Michigan,2253,33.0
Oakland,Michigan,61195,1636.0
Oceana,Michigan,1605,43.0
Ogemaw,Michigan,921,30.0
Ontonagon,Michigan,306,16.0
Osceola,Michigan,841,18.0
Oscoda,Michigan,308,15.0
Otsego,Michigan,1026,22.0
Ottawa,Michigan,18640,272.0
Presque Isle,Michigan,530,9.0
Roscommon,Michigan,963,27.0
Saginaw,Michigan,12367,383.0
Sanilac,Michigan,1497,57.0
Schoolcraft,Michigan,229,4.0
Shiawassee,Michigan,2954,58.0
St. Clair,Michigan,7088,160.0
St. Joseph,Michigan,3584,50.0
Tuscola,Michigan,2637,89.0
Unknown,Michigan,7105,37.0
Van Buren,Michigan,4044,78.0
Washtenaw,Michigan,14234,200.0
Wayne,Michigan,84967,3626.0
Wexford,Michigan,994,18.0
Aitkin,Minnesota,1023,32.0
Anoka,Minnesota,28973,323.0
Becker,Minnesota,2680,36.0
Beltrami,Minnesota,2871,41.0
Benton,Minnesota,3888,78.0
Big Stone,Minnesota,434,3.0
Blue Earth,Minnesota,5040,28.0
Brown,Minnesota,2011,32.0
Carlton,Minnesota,2595,37.0
Carver,Minnesota,6449,33.0
Cass,Minnesota,1928,20.0
Chippewa,Minnesota,1275,29.0
Chisago,Minnesota,4149,27.0
Clay,Minnesota,6163,78.0
Clearwater,Minnesota,657,14.0
Cook,Minnesota,104,0.0
Cottonwood,Minnesota,1221,15.0
Crow Wing,Minnesota,4509,64.0
Dakota,Minnesota,30280,277.0
Dodge,Minnesota,1175,4.0
Douglas,Minnesota,3481,59.0
Faribault,Minnesota,911,11.0
Fillmore,Minnesota,1110,1.0
Freeborn,Minnesota,1992,18.0
Goodhue,Minnesota,3059,42.0
Grant,Minnesota,390,7.0
Hennepin,Minnesota,86273,1382.0
Houston,Minnesota,1185,12.0
Hubbard,Minnesota,1396,37.0
Isanti,Minnesota,2636,31.0
Itasca,Minnesota,2692,39.0
Jackson,Minnesota,791,8.0
Kanabec,Minnesota,924,18.0
Kandiyohi,Minnesota,5379,65.0
Kittson,Minnesota,341,18.0
Koochiching,Minnesota,546,9.0
Lac qui Parle,Minnesota,603,14.0
Lake,Minnesota,547,15.0
Lake of the Woods,Minnesota,152,1.0
Le Sueur,Minnesota,1950,15.0
Lincoln,Minnesota,454,1.0
Lyon,Minnesota,2847,29.0
Mahnomen,Minnesota,396,7.0
Marshall,Minnesota,675,12.0
Martin,Minnesota,1570,25.0
McLeod,Minnesota,3073,39.0
Meeker,Minnesota,1879,32.0
Mille Lacs,Minnesota,2028,43.0
Morrison,Minnesota,2914,43.0
Mower,Minnesota,3321,25.0
Murray,Minnesota,755,5.0
Nicollet,Minnesota,2073,32.0
Nobles,Minnesota,3530,46.0
Norman,Minnesota,410,8.0
Olmsted,Minnesota,9309,61.0
Otter Tail,Minnesota,4216,50.0
Pennington,Minnesota,905,14.0
Pine,Minnesota,2472,12.0
Pipestone,Minnesota,875,21.0
Polk,Minnesota,3198,49.0
Pope,Minnesota,690,4.0
Ramsey,Minnesota,37111,688.0
Red Lake,Minnesota,309,4.0
Redwood,Minnesota,1308,26.0
Renville,Minnesota,1291,39.0
Rice,Minnesota,5516,55.0
Rock,Minnesota,1025,10.0
Roseau,Minnesota,1599,14.0
Scott,Minnesota,11016,81.0
Sherburne,Minnesota,7654,57.0
Sibley,Minnesota,1021,5.0
St. Louis,Minnesota,12538,205.0
Stearns,Minnesota,16946,172.0
Steele,Minnesota,2512,9.0
Stevens,Minnesota,671,6.0
Swift,Minnesota,790,16.0
Todd,Minnesota,2226,27.0
Traverse,Minnesota,216,2.0
Unknown,Minnesota,503,59.0
Wabasha,Minnesota,1500,2.0
Wadena,Minnesota,1123,12.0
Waseca,Minnesota,1755,13.0
Washington,Minnesota,18467,190.0
Watonwan,Minnesota,1024,7.0
Wilkin,Minnesota,588,7.0
Winona,Minnesota,3565,43.0
Wright,Minnesota,10834,88.0
Yellow Medicine,Minnesota,880,14.0
Adams,Mississippi,1801,58.0
Alcorn,Mississippi,2210,40.0
Amite,Mississippi,859,23.0
Attala,Mississippi,1728,51.0
Benton,Mississippi,675,21.0
Bolivar,Mississippi,3418,95.0
Calhoun,Mississippi,1175,17.0
Carroll,Mississippi,932,18.0
Chickasaw,Mississippi,1594,37.0
Choctaw,Mississippi,518,10.0
Claiborne,Mississippi,708,20.0
Clarke,Mississippi,1202,58.0
Clay,Mississippi,1329,30.0
Coahoma,Mississippi,1955,52.0
Copiah,Mississippi,2182,45.0
Covington,Mississippi,1843,67.0
DeSoto,Mississippi,14714,139.0
Forrest,Mississippi,5232,101.0
Franklin,Mississippi,586,9.0
George,Mississippi,1732,35.0
Greene,Mississippi,988,25.0
Grenada,Mississippi,1962,62.0
Hancock,Mississippi,2033,55.0
Harrison,Mississippi,10680,157.0
Hinds,Mississippi,13966,265.0
Holmes,Mississippi,1592,65.0
Humphreys,Mississippi,726,22.0
Issaquena,Mississippi,152,4.0
Itawamba,Mississippi,2279,51.0
Jackson,Mississippi,8771,158.0
Jasper,Mississippi,1435,25.0
Jefferson,Mississippi,466,14.0
Jefferson Davis,Mississippi,762,24.0
Jones,Mississippi,5236,97.0
Kemper,Mississippi,655,19.0
Lafayette,Mississippi,4250,83.0
Lamar,Mississippi,4106,60.0
Lauderdale,Mississippi,4941,171.0
Lawrence,Mississippi,918,16.0
Leake,Mississippi,2049,51.0
Lee,Mississippi,7668,118.0
Leflore,Mississippi,2649,101.0
Lincoln,Mississippi,2551,79.0
Lowndes,Mississippi,4394,92.0
Madison,Mississippi,7194,136.0
Marion,Mississippi,1757,63.0
Marshall,Mississippi,2915,63.0
Monroe,Mississippi,3007,89.0
Montgomery,Mississippi,984,31.0
Neshoba,Mississippi,3006,141.0
Newton,Mississippi,1615,33.0
Noxubee,Mississippi,932,20.0
Oktibbeha,Mississippi,3409,74.0
Panola,Mississippi,3202,70.0
Pearl River,Mississippi,2581,81.0
Perry,Mississippi,878,30.0
Pike,Mississippi,2210,71.0
Pontotoc,Mississippi,3171,42.0
Prentiss,Mississippi,2101,42.0
Quitman,Mississippi,600,7.0
Rankin,Mississippi,8793,165.0
Scott,Mississippi,2131,40.0
Sharkey,Mississippi,387,17.0
Simpson,Mississippi,2042,63.0
Smith,Mississippi,1021,20.0
Stone,Mississippi,1173,18.0
Sunflower,Mississippi,2408,61.0
Tallahatchie,Mississippi,1228,32.0
Tate,Mississippi,2391,56.0
Tippah,Mississippi,1993,40.0
Tishomingo,Mississippi,1583,53.0
Tunica,Mississippi,758,19.0
Union,Mississippi,2809,42.0
Walthall,Mississippi,1002,34.0
Warren,Mississippi,2743,78.0
Washington,Mississippi,4259,116.0
Wayne,Mississippi,1671,27.0
Webster,Mississippi,760,18.0
Wilkinson,Mississippi,532,23.0
Winston,Mississippi,1834,50.0
Yalobusha,Mississippi,995,32.0
Yazoo,Mississippi,2114,50.0
Adair,Missouri,1764,11.0
Andrew,Missouri,1091,14.0
Atchison,Missouri,260,5.0
Audrain,Missouri,1829,36.0
Barry,Missouri,1781,36.0
Barton,Missouri,764,8.0
Bates,Missouri,834,12.0
Benton,Missouri,1189,16.0
Bollinger,Missouri,956,12.0
Boone,Missouri,13835,58.0
Buchanan,Missouri,8368,132.0
Butler,Missouri,2805,15.0
Caldwell,Missouri,545,5.0
Callaway,Missouri,3778,20.0
Camden,Missouri,3143,63.0
Cape Girardeau,Missouri,7754,109.0
Carroll,Missouri,650,18.0
Carter,Missouri,373,6.0
Cass,Missouri,5627,54.0
Cedar,Missouri,516,8.0
Chariton,Missouri,332,3.0
Christian,Missouri,6285,49.0
Clark,Missouri,371,4.0
Clay,Missouri,7134,98.0
Clinton,Missouri,1248,56.0
Cole,Missouri,7605,90.0
Cooper,Missouri,1493,20.0
Crawford,Missouri,1706,19.0
Dade,Missouri,585,29.0
Dallas,Missouri,697,18.0
Daviess,Missouri,468,9.0
DeKalb,Missouri,780,19.0
Dent,Missouri,701,8.0
Douglas,Missouri,617,19.0
Dunklin,Missouri,2083,15.0
Franklin,Missouri,6556,113.0
Gasconade,Missouri,675,29.0
Gentry,Missouri,604,16.0
Greene,Missouri,21496,297.0
Grundy,Missouri,679,23.0
Harrison,Missouri,633,10.0
Henry,Missouri,1432,22.0
Hickory,Missouri,425,9.0
Holt,Missouri,324,9.0
Howard,Missouri,617,2.0
Howell,Missouri,2313,37.0
Iron,Missouri,408,1.0
Jackson,Missouri,23425,243.0
Jasper,Missouri,6020,84.0
Jefferson,Missouri,16795,134.0
Johnson,Missouri,3214,29.0
Joplin,Missouri,3975,74.0
Kansas City,Missouri,30039,352.0
Knox,Missouri,150,1.0
Laclede,Missouri,2491,46.0
Lafayette,Missouri,2058,40.0
Lawrence,Missouri,2293,52.0
Lewis,Missouri,539,3.0
Lincoln,Missouri,3536,20.0
Linn,Missouri,417,11.0
Livingston,Missouri,1036,23.0
Macon,Missouri,916,10.0
Madison,Missouri,1200,10.0
Maries,Missouri,463,6.0
Marion,Missouri,2329,24.0
McDonald,Missouri,2013,27.0
Mercer,Missouri,131,1.0
Miller,Missouri,2024,41.0
Mississippi,Missouri,1137,15.0
Moniteau,Missouri,1488,17.0
Monroe,Missouri,516,5.0
Montgomery,Missouri,498,9.0
Morgan,Missouri,1444,24.0
New Madrid,Missouri,1615,31.0
Newton,Missouri,3467,46.0
Nodaway,Missouri,2348,19.0
Oregon,Missouri,532,3.0
Osage,Missouri,1188,8.0
Ozark,Missouri,378,4.0
Pemiscot,Missouri,1273,21.0
Perry,Missouri,1852,19.0
Pettis,Missouri,4186,61.0
Phelps,Missouri,2480,85.0
Pike,Missouri,1275,14.0
Platte,Missouri,2420,23.0
Polk,Missouri,2576,36.0
Pulaski,Missouri,2546,27.0
Putnam,Missouri,199,1.0
Ralls,Missouri,660,7.0
Randolph,Missouri,1599,17.0
Ray,Missouri,1115,8.0
Reynolds,Missouri,414,3.0
Ripley,Missouri,673,8.0
Saline,Missouri,1994,23.0
Schuyler,Missouri,199,1.0
Scotland,Missouri,227,3.0
Scott,Missouri,3328,60.0
Shannon,Missouri,408,9.0
Shelby,Missouri,293,4.0
St. Charles,Missouri,29669,330.0
St. Clair,Missouri,458,5.0
St. Francois,Missouri,6539,69.0
St. Louis,Missouri,69480,1391.0
St. Louis city,Missouri,17028,302.0
Ste. Genevieve,Missouri,1412,5.0
Stoddard,Missouri,2015,33.0
Stone,Missouri,1612,24.0
Sullivan,Missouri,656,10.0
Taney,Missouri,3752,52.0
Texas,Missouri,1339,17.0
Vernon,Missouri,1082,19.0
Warren,Missouri,2021,19.0
Washington,Missouri,1780,39.0
Wayne,Missouri,663,6.0
Webster,Missouri,2423,38.0
Worth,Missouri,119,1.0
Wright,Missouri,1068,23.0
Beaverhead,Montana,769,8.0
Big Horn,Montana,2050,58.0
Blaine,Montana,603,22.0
Broadwater,Montana,294,1.0
Carbon,Montana,682,8.0
Carter,Montana,135,4.0
Cascade,Montana,6634,104.0
Chouteau,Montana,371,4.0
Custer,Montana,987,9.0
Daniels,Montana,138,5.0
Dawson,Montana,926,23.0
Deer Lodge,Montana,847,9.0
Fallon,Montana,268,2.0
Fergus,Montana,860,13.0
Flathead,Montana,8854,56.0
Gallatin,Montana,9454,38.0
Garfield,Montana,72,2.0
Glacier,Montana,1324,23.0
Golden Valley,Montana,43,0.0
Granite,Montana,162,2.0
Hill,Montana,1639,34.0
Jefferson,Montana,777,4.0
Judith Basin,Montana,77,0.0
Lake,Montana,1471,16.0
Lewis and Clark,Montana,4859,38.0
Liberty,Montana,101,1.0
Lincoln,Montana,1089,9.0
Madison,Montana,509,3.0
McCone,Montana,143,0.0
Meagher,Montana,111,7.0
Mineral,Montana,177,0.0
